"번호","구분","업체명","소재지","인허가 정보","이전인허가정보"
"615"," 미용","연희윌라이프펫","서울특별시 서대문구 연희동","312000004920220003",""
"616"," 미용","더 이쁘개","서울특별시 서대문구 남가좌동","312000004920220002",""
"617"," 미용","잔다냥 연희점","서울특별시 서대문구 연희동","312000004920220001",""
"618"," 미용","에바 가위컷 전문점","서울특별시 서대문구 연희동","312000004920210018","312000003720210018"
"619"," 미용","쥬쥬펫","서울특별시 서대문구 연희동","312000004920210017","312000003720210017"
"620"," 미용","까페 곳","서울특별시 서대문구 홍제동","312000004920210014","312000003720210014"
"621"," 미용","Hello","서울특별시 서대문구 북가좌동","312000004920210012","312000003720210012"
"622"," 미용","그루미송","서울특별시 서대문구 북가좌동","312000004920210010","312000003720210010"
"623"," 미용","바오펫살롱","서울특별시 서대문구 연희동","312000004920210008","312000003720210008"
"624"," 미용","비쇼네비앤아이 신촌현대점","서울특별시 서대문구 창천동","312000004920210003","312000003720210003"
"625"," 미용","아이 러브 펫","서울특별시 서대문구 홍제동","312000004920200011","312000003720200011"
"626"," 미용","링크애견샵","서울특별시 서대문구 북아현동","312000004920200008","312000003720200008"
"627"," 미용","예뻐할개","서울특별시 서대문구 홍제동","312000004920200005","312000003720200005"
"628"," 미용","반려동물미용실 언니네","서울특별시 서대문구 홍제동","312000004920190007","312000003720190007"
"629"," 미용","이쁘냥 고양이미용실 서대문점","서울특별시 서대문구 충정로2가","312000004920190006","312000003720190006"
"630"," 미용","아쿠아푸들","서울특별시 서대문구 연희동","312000004920190005","312000003720190005"
"631"," 미용","도그스푼","서울특별시 서대문구 홍은동","312000004920180057","312000003720180057"
"632"," 미용","댕댕이네","서울특별시 서대문구 홍제동","312000004920180056","312000003720180056"
"633"," 미용","은퇴한 수의사의 저택","서울특별시 서대문구 홍은동","312000004920180054","312000003720180054"
"634"," 미용","멍멍하우스","서울특별시 서대문구 남가좌동","312000004920180053","312000003720180053"
"635"," 미용","멍이랑몽이 미용","서울특별시 서대문구 북아현동","312000004920180051","312000003720180051"
"636"," 미용","퍼피하우스","서울특별시 서대문구 북아현동","312000004920180048","312000003720180048"
"637"," 미용","예일","서울특별시 서대문구 홍은동","312000004920180047","312000003720180047"
"638"," 미용","한솔동물병원","서울특별시 서대문구 홍제동","312000004920180044","312000003720180044"
"639"," 미용","러브펫","서울특별시 서대문구 영천동","312000004920180040","312000003720180040"
"640"," 미용","독립문동물병원","서울특별시 서대문구 냉천동","312000004920180042","312000003720180042"
"641"," 미용","어울림동물병원","서울특별시 서대문구 남가좌동","312000004920180032","312000003720180032"
"642"," 미용","가좌종합동물병원","서울특별시 서대문구 북가좌동","312000004920180031","312000003720180031"
"643"," 미용","두리틀동물병원","서울특별시 서대문구 북가좌동","312000004920180030","312000003720180030"
"644"," 미용","가재울봉쥬르동물병원","서울특별시 서대문구 북가좌동","312000004920180029","312000003720180029"
"645"," 미용","오즈동물병원","서울특별시 서대문구 남가좌동","312000004920180033","312000003720180033"
"646"," 미용","명지애견","서울특별시 서대문구 홍은동","312000004920180028","312000003720180028"
"647"," 미용","홍은애견미용","서울특별시 서대문구 홍은동","312000004920180024","312000003720180024"
"648"," 미용","루이애견","서울특별시 서대문구 홍은동","312000004920180025","312000003720180025"
"649"," 미용","명품애견","서울특별시 서대문구 홍은동","312000004920180026","312000003720180026"
"650"," 미용","마음을나누는동물병원","서울특별시 서대문구 북아현동","312000004920180017","312000003720180017"
"651"," 미용","빛가온동물병원","서울특별시 서대문구 홍제동","312000004920180019","312000003720180019"
"652"," 미용","연희동물병원","서울특별시 서대문구 연희동","312000004920180023","312000003720180023"
"653"," 미용","홍제동물병원","서울특별시 서대문구 홍제동","312000004920180020","312000003720180020"
"654"," 미용","신영동물병원","서울특별시 서대문구 홍은동","312000004920180021","312000003720180021"
"655"," 미용","보보스퍼피","서울특별시 서대문구 남가좌동","312000004920180022","312000003720180022"
"656"," 미용","라파엘종합동물병원","서울특별시 서대문구 연희동","312000004920180016","312000003720180016"
"657"," 미용","프란다스동물병원","서울특별시 서대문구 남가좌동","312000004920180014","312000003720180014"
"658"," 미용","강앤정동물병원","서울특별시 서대문구 남가좌동","312000004920180013","312000003720180013"
"659"," 미용","펫티즈","서울특별시 서대문구 연희동","312000004920180010","312000003720180010"
"660"," 미용","스타일나개","서울특별시 서대문구 옥천동","312000004920180003","312000003720180003"
"661"," 미용","펫다이어리","서울특별시 마포구 망원동","313000004920230002",""
"662"," 미용","마이뷰티독 합정점","서울특별시 마포구 서교동","313000004920230001",""
"663"," 미용","티나DOG","서울특별시 마포구 상암동","313000004920220007",""
"664"," 미용","오마이독","서울특별시 마포구 연남동","313000004920220006",""
"665"," 미용","블링멍","서울특별시 마포구 공덕동","313000004920220005",""
"666"," 미용","캣케밍","서울특별시 마포구 서교동","313000004920220004","313000003720220004"
"667"," 미용","ALISSA 앨리사 펫살롱","서울특별시 마포구 신수동","313000004920220002","313000003720220002"
"668"," 미용","Seulow pet grooming shop","서울특별시 마포구 망원동","313000004920210020","313000003720210020"
"669"," 미용","퍼베이비","서울특별시 마포구 창전동","313000004920210019","313000003720210019"
"670"," 미용","럽잇(Love it)","서울특별시 마포구 염리동","313000004920210018","313000003720210018"
"671"," 미용","DoDo하개","서울특별시 마포구 연남동","313000004920210017","313000003720210017"
"672"," 위탁관리 미용","견살롱","서울특별시 마포구 대흥동","313000004920210016","313000003720210016"
"673"," 위탁관리 미용","멍멍벅스","서울특별시 마포구 서교동","313000004920210010","313000003720210010"
"674"," 미용","예그리나","서울특별시 마포구 망원동","313000004920210006","313000003720210006"
"675"," 미용","트레밍MM","서울특별시 마포구 망원동","313000004920210003","313000003720210003"
"676"," 미용","야옹아놀자","서울특별시 마포구 망원동","313000004920200022","313000003720200022"
"677"," 미용","아이엠 동물병원","서울특별시 마포구 서교동","313000004920200017","313000003720200017"
"678"," 위탁관리 미용","감성그루밍","서울특별시 마포구 대흥동","313000004920200014","313000003720200014"
"679"," 미용","Chae hwa","서울특별시 마포구 서교동","313000004920200006","313000003720200006"
"680"," 미용","프롬 클라우드","서울특별시 마포구 망원동","313000004920200004","313000003720200004"
"681"," 미용","찰리애견미용샵","서울특별시 마포구 신수동","313000004920200001","313000003720200001"
"682"," 미용","말희네","서울특별시 마포구 성산동","313000004920200002","313000003720200002"
"683"," 미용","플라잉펫","서울특별시 마포구 공덕동","313000004920190028","313000003720190028"
"684"," 미용","다다다펫그루밍","서울특별시 마포구 창전동","313000004920190024","313000003720190024"
"685"," 미용","Groomer Ameri","서울특별시 마포구 망원동","313000004920190023","313000003720190023"
"686"," 미용","웰케어동물병원","서울특별시 마포구 서교동","313000004920190020","313000003720190020"
"687"," 미용","다온펫샵","서울특별시 마포구 노고산동","313000004920190017","313000003720190017"
"688"," 미용","동물병원 닥터K","서울특별시 마포구 상암동","313000004920190012","313000003720190012"
"689"," 미용","아프지말게 동물병원","서울특별시 마포구 상암동","313000004920190013","313000003720190013"
"690"," 위탁관리 미용","와우동물병원","서울특별시 마포구 성산동","313000004920190010","313000003720190010"
"691"," 미용","워너비 동물병원","서울특별시 마포구 동교동","313000004920190007","313000003720190007"
"692"," 위탁관리 미용","푸른숲동물병원","서울특별시 마포구 서교동","313000004920190005","313000003720190005"
"693"," 미용","박효리군동물병원","서울특별시 마포구 망원동","313000004920190009","313000003720190009"
"694"," 미용","마리동물병원","서울특별시 마포구 동교동","313000004920190008","313000003720190008"
"695"," 미용","셀레네동물병원","서울특별시 마포구 상수동","313000004920190004","313000003720190004"
"696"," 미용","도화동물병원","서울특별시 마포구 도화동","313000004920190003","313000003720190003"
"697"," 미용","C.T.종합동물병원","서울특별시 마포구 신공덕동","313000004920190002","313000003720190002"
"698"," 미용","공덕 건강한 동물병원","서울특별시 마포구 공덕동","313000004920190001","313000003720190001"
"699"," 미용","나의 강아지에게","서울특별시 마포구 연남동","313000004920180052","313000003720180052"
"700"," 미용","강아지 미용실 왕왕","서울특별시 마포구 염리동","313000004920180049","313000003720180049"
"701"," 미용","슈가네","서울특별시 마포구 연남동","313000004920180041","313000003720180041"
"702"," 미용","산책 동물병원","서울특별시 마포구 구수동","313000004920180039","313000003720180039"
"703"," 미용","닥터호오 동물병원","서울특별시 마포구 용강동","313000004920180035","313000003720180035"
"704"," 미용","이누아이","서울특별시 마포구 연남동","313000004920180032","313000003720180032"
"705"," 미용","목욕하는 강아지","서울특별시 마포구 신수동","313000004920180031","313000003720180031"
"706"," 미용","W앤다솔","서울특별시 마포구 서교동","313000004920180029","313000003720180029"
"707"," 미용","세븐에이치샵(7H#)","서울특별시 마포구 망원동","313000004920180025","313000003720180025"
"708"," 미용","디엔씨 동물병원","서울특별시 마포구 노고산동","313000004920180021","313000003720180021"
"709"," 미용","펫버스","서울특별시 마포구 망원동","313000004920180020","313000003720180020"
"710"," 미용","Fall in Love (폴인럽)","서울특별시 마포구 상암동","313000004920180013","313000003720180013"
"711"," 미용","즐거운 애견미용","서울특별시 마포구 서교동","313000004920180008","313000003720180008"
"712"," 판매 미용","러브펫","서울특별시 마포구 중동","313000004920180006","313000003720180006"
"713"," 위탁관리 미용","독앤독","서울특별시 마포구 도화동","313000004920180005","313000003720180005"
"714"," 미용","도그랭 강아지놀이방","서울특별시 양천구 신월동","314000004920230003",""
"715"," 미용","도그인 그레이","서울특별시 양천구 목동","314000004920230004",""
"716"," 미용","상상동물병원","서울특별시 양천구 신정동","314000004920230002",""
"717"," 미용","목욕하는 강아지","서울특별시 양천구 신정동","314000004920230001",""
"718"," 미용","춘장이네 펫살롱","서울특별시 양천구 신정동","314000004920220013",""
"719"," 미용","파마네 Dog Salon","서울특별시 양천구 목동","314000004920220012",""
"720"," 미용","리브독(LeavDog)","서울특별시 양천구 신월동","314000004920220011",""
"721"," 미용","댕댕이살롱","서울특별시 양천구 신정동","314000004920220010",""
"722"," 미용","로우포우신월(rawpaw)","서울특별시 양천구 신월동","314000004920220009",""
"723"," 미용","상아동물병원","서울특별시 양천구 신정동","314000004920220008","314000003720220008"
"724"," 미용","안아줄개","서울특별시 양천구 신월동","314000004920220006","314000003720220006"
"725"," 미용","네발로오시개","서울특별시 양천구 신월동","314000004920220002","314000003720220002"
"726"," 미용","둥가둥가 펫살롱","서울특별시 양천구 신월동","314000004920220001","314000003720220001"
"727"," 미용","고양이 미용실","서울특별시 양천구 신정동","314000004920210017","314000003720210017"
"728"," 미용","정말로동물병원","서울특별시 양천구 신월동","314000004920210014","314000003720210014"
"729"," 위탁관리 미용","아이멍쥬","서울특별시 양천구 신월동","314000004920210009","314000003720210009"
"730"," 미용","허그허그(HUGHUG)","서울특별시 양천구 신정동","314000004920210010","314000003720210010"
"731"," 미용","땡큐 펫 살롱","서울특별시 양천구 목동","314000004920210004","314000003720210004"
"732"," 미용","마이티 그루밍","서울특별시 양천구 신월동","314000004920210002","314000003720210002"
"733"," 미용","24시서울탑동물병원","서울특별시 양천구 신정동","314000004920210003","314000003720210003"
"734"," 미용","공원옆동물병원","서울특별시 양천구 신정동","314000004920210001","314000003720210001"
"735"," 위탁관리 미용","서서울호수동물병원","서울특별시 양천구 신월동","314000004920200040","314000003720200040"
"736"," 미용","오라고동물병원","서울특별시 양천구 목동","314000004920200039","314000003720200039"
"737"," 미용","닥터펫동물병원","서울특별시 양천구 목동","314000004920200037","314000003720200037"
"738"," 위탁관리 미용","가나종합동물병원","서울특별시 양천구 목동","314000004920200035","314000003720200035"
"739"," 위탁관리 미용","리더스 동물병원","서울특별시 양천구 신정동","314000004920200034","314000003720200034"
"740"," 위탁관리 미용","POSH(포쉬)","서울특별시 양천구 신정동","314000004920200033","314000003720200033"
"741"," 위탁관리 미용","양천종합동물병원","서울특별시 양천구 신월동","314000004920200032","314000003720200032"
"742"," 미용","미용하숑","서울특별시 양천구 신정동","314000004920200030","314000003720200030"
"743"," 미용","목동동물병원","서울특별시 양천구 목동","314000004920200029","314000003720200029"
"744"," 미용","필동물종합병원","서울특별시 양천구 목동","314000004920200031","314000003720200031"
"745"," 위탁관리 미용","파란동물병원","서울특별시 양천구 신월동","314000004920200028","314000003720200028"
"746"," 위탁관리 미용","몽스파목동점","서울특별시 양천구 목동","314000004920200027","314000003720200027"
"747"," 미용","미니주동물병원","서울특별시 양천구 목동","314000004920200023","314000003720200023"
"748"," 미용","페토브 동물병원","서울특별시 양천구 신정동","314000004920200020","314000003720200020"
"749"," 미용","별개","서울특별시 양천구 신월동","314000004920200018","314000003720200018"
"750"," 미용","신월동물병원","서울특별시 양천구 신월동","314000004920200016","314000003720200016"
"751"," 미용","고양이미용실","서울특별시 양천구 목동","314000004920200012","314000003720200012"
"752"," 미용","봄날동물병원","서울특별시 양천구 목동","314000004920200010","314000003720200010"
"753"," 미용","해맞이동물병원","서울특별시 양천구 신월동","314000004920200008","314000003720200008"
"754"," 미용","이든애견미용","서울특별시 양천구 신정동","314000004920200007","314000003720200007"
"755"," 미용","아이러브독 애견미용실","서울특별시 양천구 신정동","314000004920200004","314000003720200004"
"756"," 미용","예뻐지개","서울특별시 양천구 신월동","314000004920190032","314000003720190032"
"757"," 미용","두암동물병원","서울특별시 양천구 목동","314000004920190031","314000003720190031"
"758"," 미용","냥플레이스","서울특별시 양천구 목동","314000004920190028","314000003720190028"
"759"," 미용","파리스동물병원","서울특별시 양천구 목동","314000004920190023","314000003720190023"
"760"," 미용","너.애.개","서울특별시 양천구 신월동","314000004920190025","314000003720190025"
"761"," 미용","리즈동물병원","서울특별시 양천구 목동","314000004920190020","314000003720190020"
"762"," 미용","토론토동물병원","서울특별시 양천구 목동","314000004920190019","314000003720190019"
"763"," 미용","스테이펫","서울특별시 양천구 신정동","314000004920190015","314000003720190015"
"764"," 미용","쿨펫이마트 목동점 동물병원","서울특별시 양천구 목동","314000004920190012","314000003720190012"
"765"," 미용","서현펫#","서울특별시 양천구 목동","314000004920190011","314000003720190011"
"766"," 미용","너와함개","서울특별시 양천구 신정동","314000004920190009","314000003720190009"
"767"," 미용","알콩달콩 애견","서울특별시 양천구 신월동","314000004920190007","314000003720190007"
"768"," 미용","캣츠살롱","서울특별시 양천구 신정동","314000004920190004","314000003720190004"
"769"," 미용","뽀송하개","서울특별시 양천구 신정동","314000004920190001","314000003720190001"
"770"," 미용","몽몽바블펫#","서울특별시 양천구 신정동","314000004920180017","314000003720180017"
"771"," 미용","노아동물병원","서울특별시 양천구 신정동","314000004920180013","314000003720180013"
"772"," 미용","로사네 애견미용실","서울특별시 양천구 신정동","314000004920180008","314000003720180008"
"773"," 미용","살롱드 꽃개","서울특별시 양천구 신정동","314000004920180003","314000003720180003"
"774"," 미용","멍스타일","서울특별시 양천구 신월동","314000004920180002","314000003720180002"
"775"," 미용","개과천선","서울특별시 양천구 신월동","314000004920080007","314000003720080007"
"776"," 미용","그루밍스토리","서울특별시 강서구 방화동","315000004920230003",""
"777"," 미용","심쿵하냥","서울특별시 강서구 마곡동","315000004920230002",""
"778"," 미용","투퍼피","서울특별시 강서구 화곡동","315000004920230001",""
"779"," 미용","유 앤 독","서울특별시 강서구 공항동","315000004920220017",""
"780"," 미용","PUPPY PAPA(퍼피 파파)","서울특별시 강서구 화곡동","315000004920220016",""
"781"," 미용","윤댕댕살롱","서울특별시 강서구 내발산동","315000004920220014",""
"782"," 미용","몽실？실","서울특별시 강서구 화곡동","315000004920220015",""
"783"," 미용","내야내야 똥강아지","서울특별시 강서구 화곡동","315000004920220013","315000003720220013"
"784"," 미용","몽시앙","서울특별시 강서구 마곡동","315000004920220007","315000003720220007"
"785"," 미용","히카살롱","서울특별시 강서구 마곡동","315000004920220006","315000003720220006"
"786"," 미용","도도하개","서울특별시 강서구 마곡동","315000004920220003","315000003720220003"
"787"," 미용","모먼트인","서울특별시 강서구 등촌동","315000004920220002","315000003720220002"
"788"," 미용","마이뷰티독","서울특별시 강서구 화곡동","315000004920210030","315000003720210030"
"789"," 미용","예뻐질개","서울특별시 강서구 등촌동","315000004920210028","315000003720210028"
"790"," 미용","고득영동물병원","서울특별시 강서구 화곡동","315000004920210027","315000003720210027"
"791"," 미용","멍박사","서울특별시 강서구 화곡동","315000004920210024","315000003720210024"
"792"," 미용","야옹아놀자 마곡점","서울특별시 강서구 마곡동","315000004920210025","315000003720210025"
"793"," 위탁관리 미용","마음사랑동물병원","서울특별시 강서구 내발산동","315000004920210022","315000003720210022"
"794"," 판매 미용","루나네","서울특별시 강서구 화곡동","315000004920210021","315000003720210021"
"795"," 위탁관리 미용","포독","서울특별시 강서구 마곡동","315000004920210018","315000003720210018"
"796"," 위탁관리 미용","빈스 앤 멍","서울특별시 강서구 화곡동","315000004920210015","315000003720210015"
"797"," 위탁관리 미용","도그비잉 펫케어","서울특별시 강서구 화곡동","315000004920210014","315000003720210014"
"798"," 미용","뽀도독","서울특별시 강서구 등촌동","315000004920210010","315000003720210010"
"799"," 위탁관리 미용","박동물병원","서울특별시 강서구 내발산동","315000004920210008","315000003720210008"
"800"," 미용","우리 애견 미용실","서울특별시 강서구 화곡동","315000004920210005","315000003720210005"
"801"," 위탁관리 미용","지디파크","서울특별시 강서구 방화동","315000004920210001","315000003720210001"
"802"," 미용","펫살롱","서울특별시 강서구 화곡동","315000004920200036","315000003720200036"
"803"," 미용","멍스베베","서울특별시 강서구 마곡동","315000004920200031","315000003720200031"
"804"," 미용","aurora","서울특별시 강서구 방화동","315000004920200030","315000003720200030"
"805"," 위탁관리 미용","서울강서지역자활센터","서울특별시 강서구 가양동","315000004920200027","315000003720200027"
"806"," 미용","도그싸롱","서울특별시 강서구 방화동","315000004920200021","315000003720200021"
"807"," 미용","개인의취향","서울특별시 강서구 화곡동","315000004920200019","315000003720200019"
"808"," 미용","하이독스","서울특별시 강서구 방화동","315000004920200015","315000003720200015"
"809"," 미용","그로잉독","서울특별시 강서구 화곡동","315000004920200016","315000003720200016"
"810"," 미용","독살롱 다듬","서울특별시 강서구 마곡동","315000004920200011","315000003720200011"
"811"," 미용","마곡M동물의료센터","서울특별시 강서구 방화동","315000004920200006","315000003720200006"
"812"," 미용","레츠개릿","서울특별시 강서구 마곡동","315000004920200004","315000003720200004"
"813"," 미용","왓더독 스타일","서울특별시 강서구 마곡동","315000004920190051","315000003720190051"
"814"," 미용","꼬망스 펫 살롱","서울특별시 강서구 마곡동","315000004920190045","315000003720190045"
"815"," 미용","스프링그루밍","서울특별시 강서구 화곡동","315000004920190036","315000003720190036"
"816"," 미용","참동물병원","서울특별시 강서구 마곡동","315000004920190034","315000003720190034"
"817"," 미용","라미살롱","서울특별시 강서구 내발산동","315000004920190031","315000003720190031"
"818"," 미용","펫티","서울특별시 강서구 마곡동","315000004920190026","315000003720190026"
"819"," 미용","뷰티 in 독","서울특별시 강서구 내발산동","315000004920190018","315000003720190018"
"820"," 미용","강아지정류장","서울특별시 강서구 염창동","315000004920190011","315000003720190011"
"821"," 미용","순독살롱","서울특별시 강서구 염창동","315000004920190008","315000003720190008"
"822"," 미용","아임멍 미용","서울특별시 강서구 마곡동","315000004920190005","315000003720190005"
"823"," 미용","푸른들 동물병원","서울특별시 강서구 염창동","315000004920190004","315000003720190004"
"824"," 미용","냉큼, 오레오","서울특별시 강서구 화곡동","315000004920180096","315000003720180096"
"825"," 미용","바스독(BATH DOG)","서울특별시 강서구 화곡동","315000004920180094","315000003720180094"
"826"," 미용","몽몽이 펫뷰티","서울특별시 강서구 방화동","315000004920180092","315000003720180092"
"827"," 미용","우장동물병원","서울특별시 강서구 화곡동","315000004920180088","315000003720180088"
"828"," 미용","개네집","서울특별시 강서구 화곡동","315000004920180082","315000003720180082"
"829"," 미용","가양쿨펫동물병원","서울특별시 강서구 가양동","315000004920180079","315000003720180079"
"830"," 미용","마곡나무 동물병원","서울특별시 강서구 마곡동","315000004920180077","315000003720180077"
"831"," 미용","시온동물병원","서울특별시 강서구 화곡동","315000004920180076","315000003720180076"
"832"," 미용","곁에 있을개","서울특별시 강서구 등촌동","315000004920180073","315000003720180073"
"833"," 미용","올스타동물의료센터","서울특별시 강서구 화곡동","315000004920180075","315000003720180075"
"834"," 미용","황하동물병원","서울특별시 강서구 방화동","315000004920180069","315000003720180069"
"835"," 미용","송정동물메디컬센터","서울특별시 강서구 공항동","315000004920180065","315000003720180065"
"836"," 미용","서서울동물병원","서울특별시 강서구 염창동","315000004920180063","315000003720180063"
"837"," 미용","24시 강서 젠틀리동물의료센터","서울특별시 강서구 마곡동","315000004920180062","315000003720180062"
"838"," 미용","한마음동물병원","서울특별시 강서구 화곡동","315000004920180058","315000003720180058"
"839"," 미용","해맑은동물병원","서울특별시 강서구 가양동","315000004920180052","315000003720180052"
"840"," 미용","공감동물병원","서울특별시 강서구 마곡동","315000004920180051","315000003720180051"
"841"," 미용","고려종합동물병원","서울특별시 강서구 가양동","315000004920180049","315000003720180049"
"842"," 미용","세명동물병원","서울특별시 강서구 화곡동","315000004920180057","315000003720180057"
"843"," 미용","24시 안박동물병원","서울특별시 강서구 등촌동","315000004920180055","315000003720180055"
"844"," 미용","맘즈펫부티끄","서울특별시 강서구 방화동","315000004920180046","315000003720180046"
"845"," 미용","아프리카 펫센터","서울특별시 강서구 등촌동","315000004920180043","315000003720180043"
"846"," 미용","서울플러스 종합 동물병원","서울특별시 강서구 화곡동","315000004920180042","315000003720180042"
"847"," 미용","염창제일동물병원","서울특별시 강서구 염창동","315000004920180033","315000003720180033"
"848"," 미용","티엔독","서울특별시 강서구 화곡동","315000004920180039","315000003720180039"
"849"," 미용","미로애견센터","서울특별시 강서구 화곡동","315000004920180041","315000003720180041"
"850"," 미용","스카이동물병원","서울특별시 강서구 방화동","315000004920180035","315000003720180035"
"851"," 미용","우장산동물의료센터","서울특별시 강서구 내발산동","315000004920180031","315000003720180031"
"852"," 미용","스마일동물병원","서울특별시 강서구 내발산동","315000004920180029","315000003720180029"
"853"," 미용","하룻강아지","서울특별시 강서구 화곡동","315000004920180016","315000003720180016"
"854"," 미용","굿모닝동물병원","서울특별시 강서구 방화동","315000004920180014","315000003720180014"
"855"," 미용","펫마인드","서울특별시 강서구 등촌동","315000004920180015","315000003720180015"
"856"," 미용","오즈동물병원","서울특별시 강서구 내발산동","315000004920180013","315000003720180013"
"857"," 미용","퍼피스쿨(puppy school)","서울특별시 강서구 화곡동","315000004920180012","315000003720180012"
"858"," 미용","퍼피앤허니","서울특별시 강서구 화곡동","315000004920180011","315000003720180011"
"859"," 미용","피플앤독","서울특별시 강서구 가양동","315000004920180006","315000003720180006"
"860"," 미용","그루밍살롱","서울특별시 강서구 등촌동","315000004920180005","315000003720180005"
"861"," 미용","꽃보다 강쥐","서울특별시 강서구 화곡동","315000004920180002","315000003720180002"
"862"," 미용","그루밍솔루션 구로점","서울특별시 구로구 구로동","316000004920230001",""
"863"," 미용","샤워앤독","서울특별시 구로구 신도림동","316000004920220010",""
"864"," 미용","뽀비앤브라운","서울특별시 구로구 항동","316000004920220009","316000003720220009"
"865"," 미용","라떼멍살롱","서울특별시 구로구 고척동","316000004920220007","316000003720220007"
"866"," 미용","옐로우퍼피","서울특별시 구로구 구로동","316000004920220003","316000003720220003"
"867"," 미용","장화신은 고양이 & 강아지 미용","서울특별시 구로구 개봉동","316000004920220001","316000003720220001"
"868"," 미용","클로버","서울특별시 구로구 항동","316000004920210016","316000003720210016"
"869"," 미용","TOPnTOP Grooming(탑앤탑그루밍)","서울특별시 구로구 오류동","316000004920210014","316000003720210014"
"870"," 미용","신도림S동물의료센터","서울특별시 구로구 신도림동","316000004920210012","316000003720210012"
"871"," 미용","엄지애견미용","서울특별시 구로구 구로동","316000004920210011","316000003720210011"
"872"," 미용","올리브 동물병원","서울특별시 구로구 고척동","316000004920210002","316000003720210002"
"873"," 미용","푸른숲동물병원","서울특별시 구로구 항동","316000004920200007","316000003720200007"
"874"," 미용","구로다나은동물병원","서울특별시 구로구 신도림동","316000004920200005","316000003720200005"
"875"," 미용","모두동물병원","서울특별시 구로구 개봉동","316000004920200004","316000003720200004"
"876"," 미용","고척원동물의료센터","서울특별시 구로구 고척동","316000004920200002","316000003720200002"
"877"," 미용","준펫살롱","서울특별시 구로구 개봉동","316000004920190015","316000003720190015"
"878"," 미용","딜라잇펫","서울특별시 구로구 오류동","316000004920190001","316000003720190001"
"879"," 미용","개봉동물병원","서울특별시 구로구 고척동","316000004920180041","316000003720180041"
"880"," 미용","24시 지구촌 동물메디컬센터 미용 분양","서울특별시 구로구 구로동","316000004920180038","316000003720180038"
"881"," 미용","구로종합동물병원","서울특별시 구로구 신도림동","316000004920180039","316000003720180039"
"882"," 미용","드림동물병원","서울특별시 구로구 고척동","316000004920180036","316000003720180036"
"883"," 미용","아이러브펫동물병원","서울특별시 구로구 신도림동","316000004920180040","316000003720180040"
"884"," 미용","금이네 펫#","서울특별시 구로구 천왕동","316000004920180034","316000003720180034"
"885"," 미용","사랑동물병원","서울특별시 구로구 구로동","316000004920180033","316000003720180033"
"886"," 미용","신도림동물병원","서울특별시 구로구 신도림동","316000004920180030","316000003720180030"
"887"," 미용","개어드레서","서울특별시 구로구 고척동","316000004920180029","316000003720180029"
"888"," 미용","오류동물병원","서울특별시 구로구 오류동","316000004920180027","316000003720180027"
"889"," 미용","개명동물병원","서울특별시 구로구 개봉동","316000004920180024","316000003720180024"
"890"," 미용","케이나인종합동물병원","서울특별시 구로구 개봉동","316000004920180023","316000003720180023"
"891"," 미용","라라동물의료원","서울특별시 구로구 구로동","316000004920180022","316000003720180022"
"892"," 미용","벨라동물병원","서울특별시 구로구 구로동","316000004920180016","316000003720180016"
"893"," 미용","365 마음동물병원","서울특별시 구로구 궁동","316000004920180018","316000003720180018"
"894"," 미용","허브동물병원","서울특별시 구로구 구로동","316000004920180019","316000003720180019"
"895"," 미용","꿈꾸는 강아지","서울특별시 구로구 궁동","316000004920180020","316000003720180020"
"896"," 미용","해피동물병원","서울특별시 구로구 고척동","316000004920180012","316000003720180012"
"897"," 미용","푸른동물병원","서울특별시 구로구 구로동","316000004920180011","316000003720180011"
"898"," 미용","캥거루동물병원","서울특별시 구로구 오류동","316000004920180013","316000003720180013"
"899"," 미용","로이애견","서울특별시 구로구 개봉동","316000004920180015","316000003720180015"
"900"," 미용","금강종합동물병원","서울특별시 구로구 오류동","316000004920180014","316000003720180014"
"901"," 미용","나리펫살롱","서울특별시 구로구 구로동","316000004920180010","316000003720180010"
"902"," 미용","한샘동물병원","서울특별시 구로구 개봉동","316000004920180009","316000003720180009"
"903"," 미용","강아지군대가는날","서울특별시 구로구 개봉동","316000004920180008","316000003720180008"
"904"," 미용","몽쉘독","서울특별시 금천구 독산동","317000004920220003",""
"905"," 미용","윙크펫","서울특별시 금천구 시흥동","317000004920220002",""
"906"," 미용","omokjomok(오목조목)","서울특별시 금천구 독산동","317000004920220001","317000003720220001"
"907"," 미용","꼬미펫","서울특별시 금천구 시흥동","317000004920210007","317000003720210007"
"908"," 미용","뽀dog","서울특별시 금천구 시흥동","317000004920210006","317000003720210006"
"909"," 미용","롱롱#","서울특별시 금천구 독산동","317000004920210005","317000003720210005"
"910"," 미용","돋보이 개","서울특별시 금천구 독산동","317000004920210003","317000003720210003"
"911"," 미용","포근","서울특별시 금천구 독산동","317000004920210002","317000003720210002"
"912"," 미용","댕이룸","서울특별시 금천구 독산동","317000004920200003","317000003720200003"
"913"," 미용","더빛나개","서울특별시 금천구 시흥동","317000004920190012","317000003720190012"
"914"," 미용","냥카페 묘연","서울특별시 금천구 시흥동","317000004920190009","317000003720190009"
"915"," 미용","블라썸독","서울특별시 금천구 독산동","317000004920190003","317000003720190003"
"916"," 미용","멍멍아놀자","서울특별시 금천구 독산동","317000004920190001","317000003720190001"
"917"," 미용","은행나무종합동물병원","서울특별시 금천구 시흥동","317000004920180043","317000003720180043"
