"번호","구분","업체명","소재지","인허가 정보","이전인허가정보"
"305"," 미용","그루밍솔","서울특별시 성북구 석관동","307000004920210012","307000003720210012"
"306"," 미용","댕츄","서울특별시 성북구 정릉동","307000004920210011","307000003720210011"
"307"," 미용","강아지카페 카페개네","서울특별시 성북구 동선동2가","307000004920210009","307000003720210009"
"308"," 미용","우리집 강아지","서울특별시 성북구 정릉동","307000004920210003","307000003720210003"
"309"," 미용","멍미용","서울특별시 성북구 석관동","307000004920200015","307000003720200015"
"310"," 미용","애견분양 애견미용 갓독애견샵","서울특별시 성북구 길음동","307000004920200013","307000003720200013"
"311"," 미용","옹심이네살롱","서울특별시 성북구 동선동5가","307000004920200009","307000003720200009"
"312"," 미용","퍼스트동물병원","서울특별시 성북구 장위동","307000004920200006","307000003720200006"
"313"," 미용","몽몽이발소","서울특별시 성북구 정릉동","307000004920200003","307000003720200003"
"314"," 미용","바르다펫 꿈의숲점","서울특별시 성북구 장위동","307000004920200002","307000003720200002"
"315"," 미용","더편한동물병원","서울특별시 성북구 길음동","307000004920190032","307000003720190032"
"316"," 미용","성신동물병원","서울특별시 성북구 동선동5가","307000004920190029","307000003720190029"
"317"," 미용","큐 그루밍 샵(Q grooming shop)","서울특별시 성북구 장위동","307000004920190028","307000003720190028"
"318"," 미용","서울종합동물병원","서울특별시 성북구 보문동2가","307000004920190025","307000003720190025"
"319"," 미용","아름애견","서울특별시 성북구 길음동","307000004920190024","307000003720190024"
"320"," 미용","마이도그(My Dog)","서울특별시 성북구 석관동","307000004920190022","307000003720190022"
"321"," 미용","요술강아지","서울특별시 성북구 정릉동","307000004920190020","307000003720190020"
"322"," 미용","카카오N동물병원","서울특별시 성북구 길음동","307000004920190018","307000003720190018"
"323"," 미용","행복하개키울고양","서울특별시 성북구 안암동2가","307000004920190016","307000003720190016"
"324"," 미용","호펫 강아지 고양이 성신여대본점","서울특별시 성북구 동선동3가","307000004920190011","307000003720190011"
"325"," 미용","강아지를 부탁해","서울특별시 성북구 보문동5가","307000004920190008","307000003720190008"
"326"," 미용","이쁘니 이발소","서울특별시 성북구 동소문동7가","307000004920190006","307000003720190006"
"327"," 미용","개끌림","서울특별시 성북구 삼선동2가","307000004920190004","307000003720190004"
"328"," 미용","포유동물병원","서울특별시 성북구 하월곡동","307000004920180050","307000003720180050"
"329"," 미용","도담도담PET","서울특별시 성북구 하월곡동","307000004920180048","307000003720180048"
"330"," 미용","길음동물병원","서울특별시 성북구 길음동","307000004920180046","307000003720180046"
"331"," 미용","중앙동물병원","서울특별시 성북구 석관동","307000004920180045","307000003720180045"
"332"," 미용","ZOO동물병원","서울특별시 성북구 정릉동","307000004920180040","307000003720180040"
"333"," 미용","한사랑펫","서울특별시 성북구 성북동1가","307000004920180042","307000003720180042"
"334"," 미용","호담동물병원","서울특별시 성북구 하월곡동","307000004920180035","307000003720180035"
"335"," 미용","드림동물병원","서울특별시 성북구 동소문동5가","307000004920180038","307000003720180038"
"336"," 미용","비비펫동물병원","서울특별시 성북구 하월곡동","307000004920180031","307000003720180031"
"337"," 미용","행복한동물병원","서울특별시 성북구 장위동","307000004920180023","307000003720180023"
"338"," 미용","스마트동물병원 성북길음점","서울특별시 성북구 길음동","307000004920180027","307000003720180027"
"339"," 미용","넬동물의료센터","서울특별시 성북구 하월곡동","307000004920180029","307000003720180029"
"340"," 미용","꿈의숲동물병원","서울특별시 성북구 장위동","307000004920180025","307000003720180025"
"341"," 미용","강북동물병원","서울특별시 성북구 종암동","307000004920180024","307000003720180024"
"342"," 미용","태양동물병원","서울특별시 성북구 석관동","307000004920180020","307000003720180020"
"343"," 미용","우리동물병원","서울특별시 성북구 길음동","307000004920180021","307000003720180021"
"344"," 미용","대학동물병원","서울특별시 성북구 장위동","307000004920180022","307000003720180022"
"345"," 미용","페리독","서울특별시 성북구 동소문동6가","307000004920180017","307000003720180017"
"346"," 미용","미소동물병원","서울특별시 성북구 종암동","307000004920180016","307000003720180016"
"347"," 미용","야옹아 멍멍해봐","서울특별시 성북구 삼선동5가","307000004920180013","307000003720180013"
"348"," 미용","행복하개","서울특별시 성북구 장위동","307000004920180011","307000003720180011"
"349"," 미용","도도애견샵","서울특별시 성북구 하월곡동","307000004920180010","307000003720180010"
"350"," 미용","토미펫샵","서울특별시 성북구 삼선동2가","307000004920180009","307000003720180009"
"351"," 미용","앙리동물병원","서울특별시 성북구 성북동","307000004920180006","307000003720180006"
"352"," 미용","24시 애니동물병원","서울특별시 성북구 보문동5가","307000004920180004","307000003720180004"
"353"," 미용","러블리펫","서울특별시 성북구 하월곡동","307000004920180002","307000003720180002"
"354"," 미용","트리몽(trimmong)","서울특별시 성북구 보문동5가","307000004920180003","307000003720180003"
"355"," 미용","앙팡애견백화점","서울특별시 성북구 장위동","307000004920180001","307000003720180001"
"356"," 미용","헬로우 댕글","서울특별시 강북구 미아동","308000004920230003",""
"357"," 미용","솔매로","서울특별시 강북구 미아동","308000004920230002",""
"358"," 미용","강북동물병원","서울특별시 강북구 번동","308000004920230001",""
"359"," 미용","살랑애견미용실","서울특별시 강북구 수유동","308000004920220011",""
"360"," 미용","썬샤인뷰티독","서울특별시 강북구 미아동","308000004920220010",""
"361"," 미용","몽이네 애견미용","서울특별시 강북구 번동","308000004920220009",""
"362"," 미용","마인동물의료센터","서울특별시 강북구 번동","308000004920220008",""
"363"," 미용","해맑개","서울특별시 강북구 번동","308000004920220007",""
"364"," 미용","DAY U","서울특별시 강북구 미아동","308000004920220006",""
"365"," 미용","댕댕마실","서울특별시 강북구 우이동","308000004920220005",""
"366"," 미용","뽀송하개 애견미용","서울특별시 강북구 미아동","308000004920220003","308000003720220003"
"367"," 미용","마이티그루밍","서울특별시 강북구 수유동","308000004920220004","308000003720220004"
"368"," 미용","봉쥬르 살롱","서울특별시 강북구 수유동","308000004920220001","308000003720220001"
"369"," 미용","리즈애견미용","서울특별시 강북구 미아동","308000004920210014","308000003720210014"
"370"," 미용","호이펫샵","서울특별시 강북구 번동","308000004920210011","308000003720210011"
"371"," 미용","사브리나 애견샵","서울특별시 강북구 수유동","308000004920210013","308000003720210013"
"372"," 미용","강미경 애견 미용실","서울특별시 강북구 수유동","308000004920210012","308000003720210012"
"373"," 미용","댕댕이 하우스","서울특별시 강북구 수유동","308000004920210010","308000003720210010"
"374"," 미용","꿈냥꿈냥","서울특별시 강북구 수유동","308000004920210008","308000003720210008"
"375"," 미용","하이펫스(hi pet`s)","서울특별시 강북구 번동","308000004920210006","308000003720210006"
"376"," 미용","픽 앤 펫 애견 미용실","서울특별시 강북구 미아동","308000004920210004","308000003720210004"
"377"," 미용","왈왈미용실","서울특별시 강북구 수유동","308000004920210003","308000003720210003"
"378"," 미용","차케네 애견샵","서울특별시 강북구 수유동","308000004920210001","308000003720210001"
"379"," 미용","개의온도","서울특별시 강북구 수유동","308000004920200013","308000003720200013"
"380"," 미용","도기살롱","서울특별시 강북구 미아동","308000004920200011","308000003720200011"
"381"," 미용","테리네 미장원","서울특별시 강북구 수유동","308000004920200009","308000003720200009"
"382"," 미용","리독","서울특별시 강북구 수유동","308000004920200005","308000003720200005"
"383"," 미용","이브캣","서울특별시 강북구 미아동","308000004920200004","308000003720200004"
"384"," 미용","멍멍이발소","서울특별시 강북구 수유동","308000004920200002","308000003720200002"
"385"," 미용","피치 앤 마리","서울특별시 강북구 수유동","308000004920190013","308000003720190013"
"386"," 미용","coco puppy","서울특별시 강북구 미아동","308000004920190012","308000003720190012"
"387"," 미용","핑크멍","서울특별시 강북구 미아동","308000004920190009","308000003720190009"
"388"," 미용","아이사랑 동물병원","서울특별시 강북구 미아동","308000004920190005","308000003720190005"
"389"," 미용","핫!Dog","서울특별시 강북구 수유동","308000004920180037","308000003720180037"
"390"," 미용","삼양 동물병원","서울특별시 강북구 미아동","308000004920180032","308000003720180032"
"391"," 미용","솔샘 동물병원","서울특별시 강북구 미아동","308000004920180033","308000003720180033"
"392"," 미용","사랑의 동물병원","서울특별시 강북구 미아동","308000004920180031","308000003720180031"
"393"," 미용","쿠키동물병원","서울특별시 강북구 미아동","308000004920180029","308000003720180029"
"394"," 미용","H 동물병원","서울특별시 강북구 미아동","308000004920180027","308000003720180027"
"395"," 미용","위드벳홀딩스 주식회사","서울특별시 강북구 수유동","308000004920180024","308000003720180024"
"396"," 미용","동물을 사랑하는 사람들","서울특별시 강북구 번동","308000004920180023","308000003720180023"
"397"," 미용","24시 수유 바른펫 동물의료센터","서울특별시 강북구 수유동","308000004920180021","308000003720180021"
"398"," 미용","위즈동물병원","서울특별시 강북구 미아동","308000004920180019","308000003720180019"
"399"," 위탁관리 미용","솔샘펫","서울특별시 강북구 미아동","308000004920180018","308000003720180018"
"400"," 미용","버블펫","서울특별시 강북구 미아동","308000004920180015","308000003720180015"
"401"," 미용","꽃보다 개","서울특별시 강북구 수유동","308000004920180012","308000003720180012"
"402"," 미용","준 pet","서울특별시 강북구 수유동","308000004920180011","308000003720180011"
"403"," 미용","나라 앤 송이 애견샵","서울특별시 강북구 수유동","308000004920180010","308000003720180010"
"404"," 미용","펫맘애","서울특별시 강북구 수유동","308000004920180007","308000003720180007"
"405"," 미용","핫!Dog","서울특별시 강북구 수유동","308000004920180005","308000003720180005"
"406"," 미용","댕댕이 이쁘개","서울특별시 도봉구 쌍문동","309000004920230003",""
"407"," 미용","고양이바보 강북수유점","서울특별시 도봉구 창동","309000004920230002",""
"408"," 미용","댕냥24","서울특별시 도봉구 창동","309000004920230001",""
"409"," 미용","멍","서울특별시 도봉구 창동","309000004920220007",""
"410"," 미용","만두네 애견미용실","서울특별시 도봉구 창동","309000004920220006",""
"411"," 미용","아름다운야옹_미야옹","서울특별시 도봉구 창동","309000004920220005",""
"412"," 미용","오롯(orot)","서울특별시 도봉구 쌍문동","309000004920220004",""
"413"," 미용","아이조은동물병원","서울특별시 도봉구 쌍문동","309000004920220003",""
"414"," 미용","헤이 복디(Hey, Bokdi)","서울특별시 도봉구 창동","309000004920220002","309000003720220002"
"415"," 미용","코코펫","서울특별시 도봉구 창동","309000004920220001","309000003720220001"
"416"," 미용","민주댕이","서울특별시 도봉구 창동","309000004920210015","309000003720210015"
"417"," 미용","개신남3호점","서울특별시 도봉구 창동","309000004920210010","309000003720210010"
"418"," 미용","쁘개_The 예쁘게 해줄개","서울특별시 도봉구 쌍문동","309000004920210009","309000003720210009"
"419"," 미용","개편한 세상","서울특별시 도봉구 쌍문동","309000004920210006","309000003720210006"
"420"," 미용","몽앤츄","서울특별시 도봉구 창동","309000004920210002","309000003720210002"
"421"," 미용","매이븐","서울특별시 도봉구 쌍문동","309000004920200011","309000003720200011"
"422"," 미용","고놈들","서울특별시 도봉구 쌍문동","309000004920200007","309000003720200007"
"423"," 미용","사랑해줄개","서울특별시 도봉구 도봉동","309000004920200003","309000003720200003"
"424"," 미용","댕댕이살롱","서울특별시 도봉구 창동","309000004920190021","309000003720190021"
"425"," 미용","도그송","서울특별시 도봉구 창동","309000004920190011","309000003720190011"
"426"," 미용","현대종합동물병원","서울특별시 도봉구 방학동","309000004920190005","309000003720190005"
"427"," 미용","핑크퍼피(PINKPUPPY)","서울특별시 도봉구 도봉동","309000004920190002","309000003720190002"
"428"," 미용","도그에이드애견샵","서울특별시 도봉구 창동","309000004920180053","309000003720180053"
"429"," 미용","도담동물병원","서울특별시 도봉구 도봉동","309000004920180051","309000003720180051"
"430"," 미용","하비동물병원","서울특별시 도봉구 창동","309000004920180046","309000003720180046"
"431"," 미용","퓨리나동물병원","서울특별시 도봉구 쌍문동","309000004920180048","309000003720180048"
"432"," 미용","삼성동물종합병원","서울특별시 도봉구 쌍문동","309000004920180042","309000003720180042"
"433"," 미용","(주)비에이치벳홀딩스","서울특별시 도봉구 방학동","309000004920180041","309000003720180041"
"434"," 미용","한빛동물병원","서울특별시 도봉구 창동","309000004920180038","309000003720180038"
"435"," 미용","퍼피랜드","서울특별시 도봉구 방학동","309000004920180037","309000003720180037"
"436"," 미용","365동물병원","서울특별시 도봉구 방학동","309000004920180030","309000003720180030"
"437"," 미용","트윈스동물병원","서울특별시 도봉구 창동","309000004920180034","309000003720180034"
"438"," 미용","가나동물병원","서울특별시 도봉구 방학동","309000004920180033","309000003720180033"
"439"," 미용","별난동물병원","서울특별시 도봉구 쌍문동","309000004920180028","309000003720180028"
"440"," 미용","진성애견용품","서울특별시 도봉구 창동","309000004920180029","309000003720180029"
"441"," 미용","해봄동물병원","서울특별시 도봉구 도봉동","309000004920180025","309000003720180025"
"442"," 미용","강아지세상","서울특별시 도봉구 쌍문동","309000004920180027","309000003720180027"
"443"," 미용","온블리살롱","서울특별시 도봉구 방학동","309000004920180020","309000003720180020"
"444"," 미용","사랑해요동물병원","서울특별시 도봉구 쌍문동","309000004920180022","309000003720180022"
"445"," 미용","두부네","서울특별시 도봉구 방학동","309000004920180019","309000003720180019"
"446"," 미용","행복한강아지","서울특별시 도봉구 쌍문동","309000004920180018","309000003720180018"
"447"," 미용","애견놀이터","서울특별시 도봉구 쌍문동","309000004920180017","309000003720180017"
"448"," 미용","행복한동물병원","서울특별시 도봉구 창동","309000004920180015","309000003720180015"
"449"," 미용","신창동물병원","서울특별시 도봉구 창동","309000004920180014","309000003720180014"
"450"," 미용","캣앤독","서울특별시 도봉구 도봉동","309000004920180009","309000003720180009"
"451"," 미용","잘해줄개","서울특별시 도봉구 창동","309000004920180007","309000003720180007"
"452"," 미용","그루머웅","서울특별시 도봉구 도봉동","309000004920180005","309000003720180005"
"453"," 미용","행복하개","서울특별시 도봉구 방학동","309000004920180002","309000003720180002"
"454"," 미용","행복한 애견샵","서울특별시 도봉구 창동","309000004920180003","309000003720180003"
"455"," 미용","몽포레스트","서울특별시 노원구 월계동","310000004920230001",""
"456"," 미용","아띠펫","서울특별시 노원구 하계동","310000004920220010",""
"457"," 미용","댄디하개","서울특별시 노원구 상계동","310000004920220009",""
"458"," 미용","안나네","서울특별시 노원구 상계동","310000004920220008",""
"459"," 미용","꽃개미용실","서울특별시 노원구 상계동","310000004920220007",""
"460"," 미용","위즈펫살롱","서울특별시 노원구 중계동","310000004920220006",""
"461"," 미용","조이댕댕","서울특별시 노원구 상계동","310000004920220005",""
"462"," 미용","시크쁘숑","서울특별시 노원구 하계동","310000004920220004",""
"463"," 미용","노원 바른동물의료센터","서울특별시 노원구 상계동","310000004920220003","310000003720220003"
"464"," 미용","나나펫","서울특별시 노원구 중계동","310000004920220002","310000003720220002"
"465"," 미용","보담펫","서울특별시 노원구 공릉동","310000004920220001","310000003720220001"
"466"," 미용","나우동물의료센터","서울특별시 노원구 상계동","310000004920210014","310000003720210014"
"467"," 미용","영하개","서울특별시 노원구 공릉동","310000004920210011","310000003720210011"
"468"," 미용","구구네미용실","서울특별시 노원구 공릉동","310000004920210009","310000003720210009"
"469"," 미용","댕댕스토리","서울특별시 노원구 상계동","310000004920210005","310000003720210005"
"470"," 미용","쁘띠몽시앙","서울특별시 노원구 상계동","310000004920210004","310000003720210004"
"471"," 미용","이플","서울특별시 노원구 상계동","310000004920210003","310000003720210003"
"472"," 미용","개와커피가썸타는날(개썸커피)","서울특별시 노원구 상계동","310000004920200018","310000003720200018"
"473"," 미용","엘로이펫(L.ROYpet)","서울특별시 노원구 상계동","310000004920200015","310000003720200015"
"474"," 미용","아이엠독","서울특별시 노원구 상계동","310000004920200013","310000003720200013"
"475"," 미용","독스미스","서울특별시 노원구 상계동","310000004920200010","310000003720200010"
"476"," 미용","애견마을","서울특별시 노원구 상계동","310000004920200009","310000003720200009"
"477"," 미용","엘케이동물병원","서울특별시 노원구 중계동","310000004920200008","310000003720200008"
"478"," 미용","보니또그","서울특별시 노원구 상계동","310000004920200006","310000003720200006"
"479"," 미용","나나펫(NaNaPet)","서울특별시 노원구 중계동","310000004920200003","310000003720200003"
"480"," 미용","루루펫","서울특별시 노원구 상계동","310000004920200002","310000003720200002"
"481"," 미용","골드퍼피동물병원 공릉점","서울특별시 노원구 공릉동","310000004920200001","310000003720200001"
"482"," 미용","개과천선","서울특별시 노원구 상계동","310000004920190027","310000003720190027"
"483"," 미용","똑똑독","서울특별시 노원구 상계동","310000004920190016","310000003720190016"
"484"," 미용","에이미펫","서울특별시 노원구 상계동","310000004920190014","310000003720190014"
"485"," 미용","아담스펫강아지&가필드고양이","서울특별시 노원구 상계동","310000004920190013","310000003720190013"
"486"," 미용","소담 살롱","서울특별시 노원구 상계동","310000004920190007","310000003720190007"
"487"," 미용","애견미용 견출지 노원점","서울특별시 노원구 상계동","310000004920190005","310000003720190005"
"488"," 미용","오늘도 예쁘개","서울특별시 노원구 상계동","310000004920190003","310000003720190003"
"489"," 미용","손수하다","서울특별시 노원구 공릉동","310000004920190002","310000003720190002"
"490"," 미용","루피네","서울특별시 노원구 상계동","310000004920180066","310000003720180066"
"491"," 미용","삐삐애견샵","서울특별시 노원구 상계동","310000004920180063","310000003720180063"
"492"," 미용","카페멍스","서울특별시 노원구 상계동","310000004920180062","310000003720180062"
"493"," 미용","닥터스종합동물병원","서울특별시 노원구 월계동","310000004920180060","310000003720180060"
"494"," 미용","유림동물병원","서울특별시 노원구 월계동","310000004920180058","310000003720180058"
"495"," 미용","스마트동물병원","서울특별시 노원구 상계동","310000004920180056","310000003720180056"
"496"," 미용","수락동물병원","서울특별시 노원구 상계동","310000004920180047","310000003720180047"
"497"," 미용","수동물병원","서울특별시 노원구 상계동","310000004920180046","310000003720180046"
"498"," 미용","미래동물병원","서울특별시 노원구 공릉동","310000004920180052","310000003720180052"
"499"," 미용","롯데동물병원","서울특별시 노원구 중계동","310000004920180053","310000003720180053"
"500"," 미용","웰리스동물병원","서울특별시 노원구 중계동","310000004920180049","310000003720180049"
"501"," 미용","뭉투샵","서울특별시 노원구 하계동","310000004920180051","310000003720180051"
"502"," 미용","은빛동물병원","서울특별시 노원구 상계동","310000004920180050","310000003720180050"
"503"," 미용","참동물병원","서울특별시 노원구 상계동","310000004920180044","310000003720180044"
"504"," 미용","이앤박동물병원","서울특별시 노원구 상계동","310000004920180043","310000003720180043"
"505"," 미용","한강동물병원","서울특별시 노원구 상계동","310000004920180045","310000003720180045"
"506"," 미용","은마로동물병원","서울특별시 노원구 중계동","310000004920180032","310000003720180032"
"507"," 미용","당고개동물병원","서울특별시 노원구 상계동","310000004920180041","310000003720180041"
"508"," 미용","펫가든","서울특별시 노원구 중계동","310000004920180042","310000003720180042"
"509"," 미용","브라운동물병원","서울특별시 노원구 중계동","310000004920180033","310000003720180033"
"510"," 미용","그린동물병원","서울특별시 노원구 상계동","310000004920180035","310000003720180035"
"511"," 미용","화랑동물병원","서울특별시 노원구 공릉동","310000004920180040","310000003720180040"
"512"," 미용","키움동물병원","서울특별시 노원구 공릉동","310000004920180039","310000003720180039"
"513"," 미용","고려동물병원","서울특별시 노원구 상계동","310000004920180036","310000003720180036"
"514"," 미용","스마일플러스동물병원","서울특별시 노원구 공릉동","310000004920180029","310000003720180029"
"515"," 미용","우리들동물종합병원","서울특별시 노원구 중계동","310000004920180031","310000003720180031"
"516"," 미용","시마동물병원","서울특별시 노원구 상계동","310000004920180030","310000003720180030"
"517"," 미용","한빛종합동물병원","서울특별시 노원구 상계동","310000004920180026","310000003720180026"
"518"," 미용","도그에이드","서울특별시 노원구 상계동","310000004920180027","310000003720180027"
"519"," 미용","엔젤동물병원","서울특별시 노원구 공릉동","310000004920180022","310000003720180022"
"520"," 미용","우솔동물병원","서울특별시 노원구 월계동","310000004920180021","310000003720180021"
"521"," 미용","참사랑동물병원","서울특별시 노원구 중계동","310000004920180024","310000003720180024"
"522"," 미용","노원24시N동물병원","서울특별시 노원구 상계동","310000004920180018","310000003720180018"
"523"," 미용","똥강아지","서울특별시 노원구 상계동","310000004920180017","310000003720180017"
"524"," 미용","25시동물병원","서울특별시 노원구 중계동","310000004920180016","310000003720180016"
"525"," 미용","중계이오동물병원","서울특별시 노원구 중계동","310000004920180015","310000003720180015"
"526"," 미용","LWS","서울특별시 노원구 월계동","310000004920180014","310000003720180014"
"527"," 미용","강아지사랑","서울특별시 노원구 중계동","310000004920180009","310000003720180009"
"528"," 미용","핫독","서울특별시 노원구 공릉동","310000004920180005","310000003720180005"
"529"," 미용","오렌지독하우스","서울특별시 노원구 하계동","310000004920180004","310000003720180004"
"530"," 미용","몽이펫","서울특별시 노원구 상계동","310000004920180003","310000003720180003"
"531"," 미용","아기애견","서울특별시 은평구 응암동","311000004920230002",""
"532"," 미용","해루다루","서울특별시 은평구 신사동","311000004920230001",""
"533"," 미용","마호펫뷰티샵","서울특별시 은평구 응암동","311000004920220019",""
"534"," 미용","하찌몽","서울특별시 은평구 신사동","311000004920220018",""
"535"," 미용","꽃냥이네","서울특별시 은평구 대조동","311000004920220017",""
"536"," 미용","살랑 그루밍","서울특별시 은평구 진관동","311000004920220016",""
"537"," 미용","정든동물병원","서울특별시 은평구 증산동","311000004920220015",""
"538"," 미용","사랑해똥깡아지","서울특별시 은평구 대조동","311000004920220014",""
"539"," 미용","꽃단장하시개","서울특별시 은평구 갈현동","311000004920220013",""
"540"," 미용","만점애견미용","서울특별시 은평구 대조동","311000004920220012",""
"541"," 미용","친절한애견미용실","서울특별시 은평구 녹번동","311000004920220011",""
"542"," 미용","챠밍도그","서울특별시 은평구 응암동","311000004920220010",""
"543"," 미용","살롱드삐삐","서울특별시 은평구 신사동","311000004920220009",""
"544"," 미용","그 남자의 grooming # 공간","서울특별시 은평구 구산동","311000004920220008",""
"545"," 미용","빵댕이넷","서울특별시 은평구 대조동","311000004920220007","311000003720220007"
"546"," 미용","피어나개","서울특별시 은평구 불광동","311000004920220006","311000003720220006"
"547"," 미용","꽃길만 걷장","서울특별시 은평구 증산동","311000004920220002","311000003720220002"
"548"," 미용","몽실몽실펫살롱","서울특별시 은평구 신사동","311000004920210013","311000003720210013"
"549"," 미용","스머프동물병원","서울특별시 은평구 응암동","311000004920210012","311000003720210012"
"550"," 미용","블랑드펫","서울특별시 은평구 응암동","311000004920210011","311000003720210011"
"551"," 미용","더이쁘개","서울특별시 은평구 구산동","311000004920210010","311000003720210010"
"552"," 미용","라움","서울특별시 은평구 역촌동","311000004920210008","311000003720210008"
"553"," 미용","투숑펫살롱","서울특별시 은평구 구산동","311000004920210007","311000003720210007"
"554"," 미용","오!뚜기","서울특별시 은평구 역촌동","311000004920210005","311000003720210005"
"555"," 미용","별이&체리","서울특별시 은평구 응암동","311000004920210003","311000003720210003"
"556"," 미용","에이펫","서울특별시 은평구 응암동","311000004920210001","311000003720210001"
"557"," 미용","동물병원 움","서울특별시 은평구 불광동","311000004920200020","311000003720200020"
"558"," 미용","어울동물의료센터","서울특별시 은평구 녹번동","311000004920200019","311000003720200019"
"559"," 미용","애견발자국","서울특별시 은평구 신사동","311000004920200017","311000003720200017"
"560"," 미용","몽슈슈 강아지","서울특별시 은평구 진관동","311000004920200005","311000003720200005"
"561"," 미용","The 이뿌개","서울특별시 은평구 응암동","311000004920200003","311000003720200003"
"562"," 미용","조이펫？","서울특별시 은평구 갈현동","311000004920200001","311000003720200001"
"563"," 미용","뽀송펫","서울특별시 은평구 갈현동","311000004920190024","311000003720190024"
"564"," 미용","새은평동물의료센터","서울특별시 은평구 대조동","311000004920190025","311000003720190025"
"565"," 미용","고인걸애견미용？","서울특별시 은평구 불광동","311000004920190023","311000003720190023"
"566"," 미용","개털깎개","서울특별시 은평구 응암동","311000004920190021","311000003720190021"
"567"," 미용","honapet(호나펫)","서울특별시 은평구 응암동","311000004920190017","311000003720190017"
"568"," 미용","금지옥엽","서울특별시 은평구 불광동","311000004920190013","311000003720190013"
"569"," 미용","메르시몽프레","서울특별시 은평구 불광동","311000004920190011","311000003720190011"
"570"," 미용","애견천국","서울특별시 은평구 응암동","311000004920190008","311000003720190008"
"571"," 미용","똥강아지","서울특별시 은평구 신사동","311000004920190007","311000003720190007"
"572"," 미용","댕댕이미용실","서울특별시 은평구 녹번동","311000004920190006","311000003720190006"
"573"," 미용","디어도그","서울특별시 은평구 응암동","311000004920190003","311000003720190003"
"574"," 미용","개인의 취향","서울특별시 은평구 응암동","311000004920190002","311000003720190002"
"575"," 미용","해피멍","서울특별시 은평구 역촌동","311000004920180078","311000003720180078"
"576"," 미용","안녕 멍멍아","서울특별시 은평구 역촌동","311000004920180077","311000003720180077"
"577"," 미용","도그원","서울특별시 은평구 갈현동","311000004920180074","311000003720180074"
"578"," 미용","고마워 MIN","서울특별시 은평구 역촌동","311000004920180069","311000003720180069"
"579"," 미용","연서 동물병원","서울특별시 은평구 대조동","311000004920180071","311000003720180071"
"580"," 미용","우신동물병원","서울특별시 은평구 역촌동","311000004920180068","311000003720180068"
"581"," 미용","더독 동물병원","서울특별시 은평구 대조동","311000004920180066","311000003720180066"
"582"," 미용","아,이뻐 펫샵","서울특별시 은평구 진관동","311000004920180065","311000003720180065"
"583"," 미용","도담동물병원","서울특별시 은평구 역촌동","311000004920180067","311000003720180067"
"584"," 미용","퍼피하우스","서울특별시 은평구 신사동","311000004920180061","311000003720180061"
"585"," 미용","메디펫 동물병원","서울특별시 은평구 갈현동","311000004920180064","311000003720180064"
"586"," 미용","Love My Pet 동물병원","서울특별시 은평구 응암동","311000004920180060","311000003720180060"
"587"," 미용","둘레길 동물병원","서울특별시 은평구 불광동","311000004920180059","311000003720180059"
"588"," 미용","개이쁜냥","서울특별시 은평구 구산동","311000004920180058","311000003720180058"
"589"," 미용","금쪽같은 내새끼 동물병원","서울특별시 은평구 갈현동","311000004920180054","311000003720180054"
"590"," 미용","도리도리펫샵","서울특별시 은평구 응암동","311000004920180053","311000003720180053"
"591"," 미용","Dr.윤24시동물병원","서울특별시 은평구 대조동","311000004920180049","311000003720180049"
"592"," 미용","김정복 동물병원","서울특별시 은평구 갈현동","311000004920180047","311000003720180047"
"593"," 미용","담은 동물병원","서울특별시 은평구 불광동","311000004920180048","311000003720180048"
"594"," 미용","미용하는 강아지","서울특별시 은평구 증산동","311000004920180041","311000003720180041"
"595"," 미용","미래펫미용","서울특별시 은평구 갈현동","311000004920180040","311000003720180040"
"596"," 미용","우리덕구 동물병원","서울특별시 은평구 진관동","311000004920180036","311000003720180036"
"597"," 미용","한빛동물병원","서울특별시 은평구 진관동","311000004920180034","311000003720180034"
"598"," 미용","은평애견","서울특별시 은평구 역촌동","311000004920180031","311000003720180031"
"599"," 미용","다루동물병원","서울특별시 은평구 불광동","311000004920180029","311000003720180029"
"600"," 미용","행복한 강아지","서울특별시 은평구 갈현동","311000004920180026","311000003720180026"
"601"," 미용","개빡빡펫샵","서울특별시 은평구 갈현동","311000004920180025","311000003720180025"
"602"," 미용","한마음 동물병원","서울특별시 은평구 신사동","311000004920180028","311000003720180028"
"603"," 미용","모모펫","서울특별시 은평구 역촌동","311000004920180024","311000003720180024"
"604"," 미용","도그#","서울특별시 은평구 응암동","311000004920180023","311000003720180023"
"605"," 미용","퍼피하우스","서울특별시 은평구 대조동","311000004920180022","311000003720180022"
"606"," 미용","미니펫","서울특별시 은평구 응암동","311000004920180019","311000003720180019"
"607"," 미용","뉴타운동물병원","서울특별시 은평구 진관동","311000004920180018","311000003720180018"
"608"," 미용","녹번동물병원","서울특별시 은평구 녹번동","311000004920180016","311000003720180016"
"609"," 미용","hola(올라)","서울특별시 은평구 갈현동","311000004920180017","311000003720180017"
"610"," 미용","마이뷰티독","서울특별시 은평구 진관동","311000004920180013","311000003720180013"
"611"," 미용","참좋은동물병원","서울특별시 은평구 응암동","311000004920180014","311000003720180014"
"612"," 미용","24시스마트동물메디컬센터","서울특별시 은평구 응암동","311000004920180008","311000003720180008"
"613"," 미용","강아지풀","서울특별시 은평구 진관동","311000004920180005","311000003720180005"
"614"," 미용","루비펫","서울특별시 은평구 대조동","311000004920180004","311000003720180004"
